33, 46, 25, 32, 45, 43, 7
3, 44, 5, 8, 1, 29, 10
20, 45, 40, 15, 29, 27, 17
4, 1, 44, 19, 32, 7, 11
33, 23, 29, 47, 20, 2, 2
19, 34, 5, 17, 44, 48, 3
16, 5, 37, 27, 42, 40, 40
39, 45, 37, 10, 21, 43, 19
6, 32, 25, 41, 40, 28, 47
33, 25, 27, 4, 31, 14, 41
2, 21, 14, 32, 19, 7, 36
37, 40, 44, 7, 23, 17, 46
38, 15, 41, 41, 9, 8, 43
49, 48, 23, 21, 49, 29, 2
33, 9, 27, 15, 17, 38, 11
40, 46, 24, 13, 18, 14, 41
23, 46, 6, 30, 7, 38, 34
49, 3, 20, 11, 26, 39, 1
35, 43, 44, 48, 14, 5, 27
35, 41, 47, 22, 40, 12, 30
13, 5, 33, 16, 4, 46, 33
4, 41, 27, 42, 15, 44, 39
7, 11, 39, 26, 30, 7, 26
20, 18, 46, 10, 32, 8, 1
49, 24, 8, 11, 22, 5, 4
1, 21, 12, 10, 26, 36, 22
43, 35, 37, 18, 12, 25, 36
25, 16, 35, 11, 40, 38, 10
8, 47, 36, 27, 1, 13, 46
34, 39, 28, 24, 18, 44, 3
4, 28, 20, 30, 8, 39, 47
8, 23, 7, 4, 44, 32, 27
4, 47, 7, 7, 24, 12, 15
45, 47, 40, 2, 9, 40, 46
44, 25, 25, 46, 36, 32, 30
43, 4, 15, 7, 25, 24, 2
39, 23, 15, 16, 42, 16, 47
22, 26, 3, 44, 24, 22, 2
49, 29, 9, 43, 47, 19, 21
7, 41, 16, 11, 37, 39, 5
21, 31, 39, 13, 28, 27, 11
22, 19, 34, 33, 44, 41, 21
8, 2, 6, 17, 13, 29, 42
41, 24, 33, 28, 14, 37, 5
13, 15, 29, 42, 24, 47, 10
45, 19, 42, 2, 18, 14, 43
24, 30, 40, 49, 38, 11, 24
45, 49, 31, 11, 5, 6, 39
34, 22, 8, 42, 4, 24, 26
26, 42, 33, 23, 20, 9, 47
49, 47, 36, 35, 45, 10, 25
18, 31, 34, 45, 27, 22, 34
27, 4, 9, 6, 1, 25, 44
27, 28, 11, 3, 29, 30, 26
49, 24, 33, 2, 13, 23, 32
36, 41, 6, 22, 19, 43, 47
7, 34, 15, 26, 3, 44, 25
17, 9, 34, 26, 28, 39, 7
19, 3, 12, 17, 38, 26, 30
20, 36, 5, 21, 25, 17, 41
4, 48, 47, 40, 20, 4, 30
25, 33, 7, 35, 13, 24, 14
25, 8, 48, 7, 22, 12, 13
40, 42, 33, 9, 24, 40, 9
30, 44, 46, 11, 35, 19, 16
28, 18, 35, 13, 31, 45, 10
49, 9, 26, 24, 22, 7, 31
28, 14, 10, 24, 48, 33, 46
32, 11, 3, 28, 20, 9, 46
26, 17, 15, 44, 24, 2, 37
16, 8, 38, 4, 41, 23, 19
43, 16, 38, 35, 1, 48, 39
5, 42, 8, 7, 30, 12, 29
28, 22, 5, 15, 31, 8, 26
9, 6, 43, 12, 33, 42, 42
11, 46, 42, 1, 49, 34, 34
16, 6, 24, 4, 10, 25, 2
22, 17, 45, 7, 11, 31, 33
47, 47, 44, 26, 29, 24, 32
25, 15, 26, 5, 44, 11, 43
31, 41, 3, 5, 17, 39, 30
4, 22, 5, 32, 37, 38, 34
1, 20, 18, 29, 27, 25, 35
29, 2, 22, 10, 47, 33, 39
10, 32, 8, 22, 39, 25, 28
19, 47, 31, 15, 15, 48, 49
43, 16, 14, 35, 16, 29, 33
49, 37, 37, 22, 24, 40, 11
46, 9, 40, 18, 18, 40, 1
25, 16, 6, 42, 47, 29, 17
33, 28, 7, 14, 30, 33, 37
26, 31, 15, 13, 4, 24, 22
39, 27, 33, 5, 10, 45, 16
7, 48, 28, 4, 32, 4, 24
16, 23, 23, 11, 27, 4, 43
31, 13, 33, 19, 19, 26, 15
44, 39, 44, 38, 46, 22, 26
34, 42, 25, 4, 25, 40, 9
38, 34, 23, 14, 45, 29, 3
49, 5, 38, 29, 8, 19, 17
43, 4, 5, 22, 44, 12, 26
41, 33, 4, 5, 2, 43, 20
47, 9, 3, 24, 27, 26, 42
3, 29, 22, 4, 26, 40, 5
21, 5, 43, 1, 25, 47, 44
31, 30, 11, 49, 41, 2, 6
40, 47, 39, 18, 44, 47, 36
48, 30, 13, 27, 21, 36, 23
29, 11, 7, 40, 9, 9, 45
12, 17, 48, 28, 36, 17, 3
25, 44, 41, 37, 5, 43, 36
34, 14, 22, 2, 1, 2, 17
11, 41, 27, 49, 29, 16, 36
25, 26, 42, 26, 36, 19, 4
37, 48, 7, 17, 45, 20, 17
1, 25, 3, 20, 43, 22, 39
27, 47, 26, 11, 44, 23, 5
24, 23, 15, 41, 3, 21, 20
38, 37, 7, 29, 24, 16, 43
37, 16, 29, 9, 7, 18, 26
44, 39, 33, 6, 43, 15, 34
39, 38, 45, 18, 14, 27, 6
36, 39, 47, 40, 41, 44, 37
40, 22, 37, 38, 11, 14, 43
1, 4, 10, 28, 27, 43, 32
39, 37, 24, 16, 23, 11, 40
45, 41, 32, 39, 6, 46, 42
8, 35, 23, 23, 44, 16, 2
48, 31, 11, 42, 49, 18, 47
43, 10, 42, 43, 14, 11, 49
11, 13, 11, 21, 37, 30, 10
21, 48, 22, 8, 36, 21, 10
27, 5, 30, 2, 45, 1, 15
21, 17, 7, 48, 27, 35, 24
7, 6, 42, 30, 26, 6, 44
36, 7, 23, 32, 20, 19, 18
8, 49, 41, 8, 38, 38, 34
34, 27, 18, 1, 10, 29, 17
39, 34, 33, 42, 39, 38, 14
48, 4, 27, 14, 34, 27, 11
16, 37, 26, 5, 17, 23, 36
18, 4, 33, 7, 42, 2, 45
29, 42, 9, 13, 45, 11, 36
49, 15, 36, 22, 12, 8, 3
42, 39, 47, 25, 1, 36, 6
13, 26, 33, 6, 16, 12, 29
28, 17, 45, 39, 49, 34, 18
13, 44, 3, 26, 21, 21, 39
43, 5, 16, 42, 3, 7, 45
15, 46, 24, 45, 25, 2, 31
13, 8, 28, 48, 4, 22, 10
31, 12, 16, 11, 31, 23, 13
39, 47, 1, 34, 36, 30, 5
46, 38, 28, 37, 39, 48, 33
23, 46, 11, 23, 44, 33, 36
2, 10, 45, 21, 45, 28, 46
10, 10, 47, 28, 33, 1, 13
13, 21, 21, 38, 2, 32, 9
49, 34, 45, 46, 34, 45, 13
26, 26, 24, 46, 47, 33, 16
37, 21, 17, 35, 21, 6, 36
15, 9, 21, 44, 2, 22, 45
30, 42, 22, 4, 16, 23, 41
49, 17, 27, 42, 26, 1, 28
8, 20, 30, 41, 10, 16, 49
5, 9, 2, 35, 41, 41, 33
4, 30, 7, 27, 25, 22, 42
43, 29, 16, 28, 15, 25, 7
27, 25, 20, 48, 17, 13, 43
29, 42, 4, 46, 5, 32, 1
48, 33, 29, 37, 39, 11, 40
22, 15, 35, 1, 47, 19, 26
2, 28, 31, 13, 24, 13, 13
1, 8, 17, 3, 17, 26, 20
19, 9, 43, 48, 7, 20, 27
39, 27, 19, 6, 30, 26, 1
32, 7, 9, 34, 41, 16, 22
22, 8, 19, 26, 17, 45, 13
13, 7, 16, 10, 8, 45, 44
7, 28, 19, 35, 23, 10, 28
19, 3, 17, 16, 48, 21, 18
4, 21, 17, 40, 2, 27, 21
48, 49, 27, 12, 38, 42, 26
2, 37, 43, 31, 25, 48, 5
39, 45, 23, 23, 17, 44, 7
16, 36, 8, 42, 38, 28, 25
39, 30, 41, 12, 22, 11, 8
19, 20, 23, 41, 44, 7, 13
28, 3, 41, 1, 45, 35, 15
14, 43, 47, 28, 3, 24, 5
31, 17, 23, 3, 14, 23, 35
40, 7, 14, 30, 47, 33, 15
15, 13, 49, 12, 48, 34, 26
33, 1, 49, 35, 7, 38, 42
47, 4, 23, 48, 18, 8, 41
6, 6, 46, 29, 40, 31, 36
12, 49, 27, 1, 47, 26, 26
7, 32, 23, 19, 43, 14, 24
34, 37, 9, 29, 31, 46, 42
6, 26, 4, 33, 44, 8, 31
46, 44, 21, 3, 21, 40, 36
45, 37, 19, 15, 42, 3, 41
17, 39, 37, 16, 6, 35, 9
21, 31, 34, 13, 4, 44, 4
34, 13, 24, 44, 20, 34, 22
33, 44, 4, 38, 14, 6, 26
32, 6, 37, 7, 45, 19, 6
40, 3, 22, 14, 27, 32, 2
38, 22, 25, 26, 18, 17, 30
29, 6, 15, 22, 15, 15, 49
11, 23, 29, 43, 21, 40, 4
29, 25, 38, 14, 44, 4, 28
10, 7, 4, 43, 29, 8, 18
49, 38, 48, 8, 19, 39, 28
22, 36, 8, 34, 28, 4, 34
17, 1, 26, 5, 21, 25, 33
14, 24, 29, 12, 47, 21, 6
3, 15, 21, 41, 15, 46, 5
7, 21, 20, 6, 1, 32, 22
3, 32, 36, 34, 20, 9, 39
22, 47, 16, 36, 31, 28, 46
24, 15, 38, 37, 4, 11, 48
17, 33, 35, 10, 22, 19, 14
30, 15, 11, 12, 31, 31, 14
29, 20, 44, 1, 36, 37, 33
14, 44, 49, 12, 2, 40, 39
29, 18, 14, 29, 38, 13, 21
44, 15, 20, 13, 1, 3, 43
47, 15, 31, 4, 16, 36, 15
33, 19, 5, 46, 7, 33, 43
46, 22, 37, 26, 14, 40, 45
43, 41, 49, 6, 37, 49, 22
46, 35, 24, 37, 35, 44, 26
22, 26, 44, 25, 18, 32, 29
13, 36, 45, 42, 44, 14, 42
44, 36, 26, 32, 38, 37, 8
48, 37, 28, 7, 28, 8, 12
46, 19, 43, 49, 42, 39, 28
46, 18, 39, 49, 47, 45, 22
36, 35, 2, 47, 30, 10, 27
41, 35, 30, 30, 37, 11, 31
16, 5, 17, 15, 25, 42, 31
7, 37, 46, 28, 46, 2, 19
8, 13, 40, 29, 48, 23, 28
18, 2, 48, 10, 34, 35, 8
33, 25, 10, 6, 22, 32, 30
8, 19, 20, 33, 35, 23, 28
34, 29, 26, 13, 12, 38, 43
32, 28, 39, 12, 45, 46, 38
43, 24, 8, 32, 24, 3, 4
38, 24, 35, 6, 25, 38, 28
7, 27, 23, 18, 20, 48, 6
41, 42, 24, 24, 7, 31, 29
31, 14, 12, 11, 4, 33, 20
43, 39, 40, 10, 12, 17, 14
14, 21, 32, 17, 26, 19, 44
20, 15, 42, 40, 4, 38, 9
37, 32, 18, 4, 4, 21, 45
49, 20, 37, 34, 28, 38, 15
5, 15, 46, 2, 18, 20, 35
5, 9, 40, 47, 38, 13, 20
17, 7, 12, 7, 14, 40, 41
30, 5, 27, 27, 15, 36, 25
42, 29, 31, 34, 30, 43, 16
5, 2, 39, 26, 14, 42, 25
42, 19, 19, 31, 15, 49, 17
21, 18, 35, 16, 8, 27, 30
34, 16, 1, 29, 42, 37, 16
24, 15, 12, 29, 14, 7, 43
39, 22, 42, 33, 48, 18, 23
14, 37, 41, 27, 13, 39, 13
40, 40, 11, 13, 15, 6, 35
39, 25, 39, 18, 20, 37, 43
44, 29, 6, 36, 33, 34, 28
44, 19, 20, 6, 13, 22, 24
1, 34, 22, 11, 41, 46, 9
19, 23, 2, 39, 29, 13, 2
16, 23, 40, 40, 26, 32, 20
44, 24, 26, 23, 27, 18, 33
43, 22, 40, 19, 35, 25, 14
44, 37, 25, 16, 45, 44, 17
34, 25, 35, 24, 27, 42, 47
49, 23, 19, 48, 25, 15, 34
5, 44, 34, 1, 18, 9, 43
16, 49, 29, 12, 19, 1, 44
